ensembl_id,gene_name,WZ12_CADASIL_Control,WZ16_CADASIL_C224Y,WZ4_CADASIL_Control,WZ8_CADASIL_Control,XZ5_CADASIL_R153C,XZ6_CADASIL_R153C_isoCtrl,XZ7_CADASIL_C224Y_isoCtrl
ENSG00000273314.1,ENSG00000273314,1.7735,2.2168,1.5866,1.5064,4.1732,1.8843,2.2160
ENSG00000273329.2,ENSG00000273329,0.9674,1.3957,1.3425,1.3181,2.5039,0.8026,1.0073
ENSG00000273344.2,PAXIP1-DT,4.0308,2.0936,1.6273,2.2596,3.6056,1.9890,2.0145
ENSG00000273373.1,SLC16A4-AS1,1.3866,1.7242,1.7494,0.9792,1.0350,0.4536,0.3626
ENSG00000273382.1,TMEM167B-DT,2.1283,1.5189,1.0578,1.1298,1.3020,1.0817,1.0879
ENSG00000273559.5,CWC25,14.2206,17.6110,18.0633,16.4577,19.3970,13.3299,14.1824
ENSG00000273604.2,EPOP,0.4514,2.6273,1.2205,2.0713,13.3542,1.7099,3.2233
ENSG00000273611.5,ZNHIT3,24.2492,21.3057,21.5620,25.5716,21.5671,14.4814,16.3178
ENSG00000273619.2,ENSG00000273619,0.8706,0.7389,0.6102,0.9792,1.0683,0.5932,1.2490
ENSG00000273706.5,LHX1,14.4786,0.0411,4.8006,14.9513,4.9745,26.2061,22.0391
ENSG00000273729.1,ENSG00000273729,2.1605,1.5189,1.4239,1.1298,2.4038,1.8494,1.4908
ENSG00000273749.5,CYFIP1,128.2435,137.7274,130.0639,143.4873,123.5600,135.2879,124.0961
