gene_id,gene_name,logFC,AveExpr,t,P.Value,adj.P.Val,B,contrast
ENSG00000135506.17,OS9,-0.114575727664576,8.26878276852823,-0.724374962113439,0.489276581400054,0.660300643366122,-6.86574178577314,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135519.8,KCNH3,2.56307825181124,-2.43259518904211,3.47077783694547,0.00830415547605211,0.0570703358761517,-2.23613909533973,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135521.9,LTV1,-0.223522729090207,3.82903182303922,-1.12303365047475,0.293681588178175,0.483070492551888,-6.26249111324344,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135525.19,MAP7,-0.327580942495846,-0.0537949548158254,-0.424720315067825,0.682124389170576,0.804307998618686,-6.08026683433383,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135535.17,CD164,-0.395928335220017,8.40368433955938,-2.40076421786401,0.042831076475715,0.14870447089368,-4.72397601727136,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135537.17,AFG1L,0.0391320367389732,2.36180038312397,0.166398901482935,0.871931700684092,0.925121535443227,-6.59956950104646,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135540.12,NHSL1,-0.142588801418672,5.51584099579115,-0.685201510199508,0.512391131074631,0.679941151987694,-6.91383236110904,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135541.22,AHI1,0.285174481224507,4.01045500431635,1.45015498547441,0.184697603200734,0.365170397974201,-5.95463721010812,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135547.9,HEY2,1.91238372549996,-0.724344201983777,1.90367762274833,0.0930740025993791,0.237290765399798,-4.59273916600745,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135549.16,PKIB,-0.498600028520996,4.38219631232739,-0.837136584788317,0.426580946805703,0.607785366766816,-6.62861477290266,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135587.9,SMPD2,-0.315495332406373,2.73621706557264,-1.14991355674255,0.283074654012357,0.472742281734345,-5.98405321771113,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135596.18,MICAL1,-1.56870482433382,7.21911097456229,-5.07534357720727,0.000929851708120789,0.0184854519574413,-0.767260483649818,vsmc_pooled_CAD_vs_nonCAD
